example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc
CHEBI:17754|CHEBI:26710|CHEBI:28757||MONDO:0006810,"['CHEBI:17754', 'CHEBI:26710', 'CHEBI:28757']",MONDO:0006810,1,indications,"['Glycerin', 'Sodium chloride', 'fructose']",intracranial hypertension,mechanistically_synergistic,0.78,False,Glycerin (glycerol) and hypertonic sodium chloride act as osmotic agents to lower intracranial pressure; fructose is commonly combined with glycerol in osmotherapy formulations—together they provide additive osmotic dehydrating effects on the brain.,gpt-5-mini,v1,2026-02-21T21:34:40+00:00
CHEBI:17754|CHEBI:26710||MONDO:0006810,"['CHEBI:17754', 'CHEBI:26710']",MONDO:0006810,1,indications,"['Glycerin', 'Sodium chloride']",intracranial hypertension,mechanistically_synergistic,0.9,False,Glycerin (glycerol) and hypertonic sodium chloride are osmotic agents used as osmotherapy to reduce intracranial pressure by drawing water out of brain tissue; both act on the same mechanism to lower ICP.,gpt-5-mini,v1,2026-02-21T21:34:37+00:00
CHEBI:6923|PUBCHEM.COMPOUND:71586946||HP:0000975,"['CHEBI:6923', 'PUBCHEM.COMPOUND:71586946']",HP:0000975,1,indications,"['Miconazole', 'Unii-hpn8mzw13M']",Hyperhidrosis,common_comorbidity,0.75,False,Miconazole is an antifungal not a treatment for hyperhidrosis; likely used to treat secondary/superimposed fungal infection of moist skin in patients with hyperhidrosis. The identity of the second compound is unclear but pattern fits comorbidity management.,gpt-5-mini,v1,2026-02-21T21:34:43+00:00
CHEBI:81916|DRUGBANK:DB14016||NCIT:C78213,"['CHEBI:81916', 'DRUGBANK:DB14016']",NCIT:C78213,1,indications,"['Pancrelipase', 'Ox bile extract']",Meteorism,mechanistically_synergistic,0.9,False,"Pancrelipase provides digestive enzymes and ox bile supplies bile salts; together they improve fat digestion/absorption and reduce malabsorption-related bloating (meteorism), complementary mechanisms for same symptom.",gpt-5-mini,v1,2026-02-21T21:34:35+00:00
CHEBI:3077|CHEBI:59477||MONDO:0024268,"['CHEBI:3077', 'CHEBI:59477']",MONDO:0024268,1,indications,"['Chloroxine', 'Betamethasone']",superficial mycosis,mechanistically_synergistic,0.8,False,"Chloroxine is an antimicrobial/antifungal agent and betamethasone is a topical corticosteroid; combined topical use addresses the fungal infection and concurrent inflammatory symptoms, acting on complementary pathways for superficial mycosis.",gpt-5-mini,v1,2026-02-21T21:34:40+00:00
CHEBI:15407|CHEBI:4470|CHEBI:46195|CHEBI:51380||HP:0002829,"['CHEBI:15407', 'CHEBI:4470', 'CHEBI:46195', 'CHEBI:51380']",HP:0002829,1,indications,"['Ephedrine', 'Acetaminophen', 'Dextromethorphan', 'Doxylamine']",Arthralgia,common_comorbidity,0.75,False,"Only acetaminophen is a direct analgesic for arthralgia; ephedrine, dextromethorphan and doxylamine treat decongestion/cough/sedation (other symptoms), suggesting a multi-symptom combination rather than mechanistic synergy for joint pain.",gpt-5-mini,v1,2026-02-21T21:34:47+00:00
CHEBI:36560|CHEBI:4636||HP:0012531,"['CHEBI:36560', 'CHEBI:4636']",HP:0012531,1,indications,"['Diphenhydramine', 'Zinc oxide']",Pain,other,0.3,True,Zinc oxide (a topical skin protectant) and diphenhydramine (an antihistamine) do not have clear complementary analgesic mechanisms for treating pain; no evidence of synergistic pain-targeting or one ameliorating the other's side effects. Combination use appears context-dependent and ambiguous.,gpt-5-mini,v1,2026-02-21T21:33:50+00:00
CHEBI:46195|CHEBI:94557||HP:0012531,"['CHEBI:46195', 'CHEBI:94557']",HP:0012531,1,indications,"['Acetaminophen', 'Thiocolchicoside']",Pain,mechanistically_synergistic,0.9,False,Acetaminophen is a central analgesic; thiocolchicoside is a muscle relaxant/antispasmodic. Together they address pain via complementary mechanisms reducing nociceptive pain and muscle-spasm–related pain.,gpt-5-mini,v1,2026-02-21T21:34:37+00:00
CHEBI:15676|CHEBI:17754|DRUGBANK:DB14139||MONDO:0002769,"['CHEBI:15676', 'CHEBI:17754', 'DRUGBANK:DB14139']",MONDO:0002769,1,indications,"['Hydroxyethyl ethylcellulose', 'Glycerin', 'Allantoin']",leukorrhea,mechanistically_synergistic,0.6,True,"Hydroxyethyl ethylcellulose (film-former), allantoin (skin protectant/wound-healing) and glycerin (humectant) are combined in topical/vaginal formulations to provide barrier, protection and moisture—jointly addressing symptomatic vaginal irritation/discomfort in leukorrhea rather than treating an underlying infection.",gpt-5-mini,v1,2026-02-21T21:33:02+00:00
CHEBI:16914|CHEBI:34764||MONDO:0005480,"['CHEBI:16914', 'CHEBI:34764']",MONDO:0005480,1,indications,"['Salicylic acid', 'Flumethasone']",contact dermatitis,mechanistically_synergistic,0.85,False,Topical flumethasone is an anti-inflammatory corticosteroid for contact dermatitis; salicylic acid is a keratolytic that reduces scale and can enhance topical steroid penetration—together they address inflammation and scaling and can enhance efficacy.,gpt-5-mini,v1,2026-02-21T21:34:38+00:00
CHEBI:18258|CHEBI:18332||MONDO:0009718,"['CHEBI:18258', 'CHEBI:18332']",MONDO:0009718,1,indications,"['Levothyroxine', 'Liothyronine']",myxedema,mechanistically_synergistic,0.93,False,Liothyronine (T3) and levothyroxine (T4) both replace deficient thyroid hormone in myxedema; combined therapy addresses the same disease mechanism (thyroid hormone deficiency) and can provide complementary/rapid symptom control.,gpt-5-mini,v1,2026-02-21T21:26:42+00:00
CHEBI:190513|CHEBI:27300||MONDO:0100471,"['CHEBI:190513', 'CHEBI:27300']",MONDO:0100471,1,indications,"['Calcium citrate', 'Cholecalciferol']",vitamin D deficiency,mechanistically_synergistic,0.9,False,Cholecalciferol (vitamin D3) corrects vitamin D deficiency and increases intestinal calcium absorption; calcium citrate supplies calcium for bone mineralization—complementary mechanisms that jointly support remediation of deficiency consequences.,gpt-5-mini,v1,2026-02-21T21:34:38+00:00
CHEBI:41872|UNII:877376V2XW||UMLS:C0729771,"['CHEBI:41872', 'UNII:877376V2XW']",UMLS:C0729771,1,indications,"['Tyrothricin', 'Dequalinium']",Infective pharyngitis,mechanistically_synergistic,0.85,False,Both Tyrothricin (topical antibiotic peptides) and Dequalinium (topical antiseptic/quaternary ammonium) are local antimicrobials acting against oropharyngeal pathogens; combined use likely produces additive/ complementary antimicrobial effects against infective pharyngitis.,gpt-5-mini,v1,2026-02-21T21:34:39+00:00
CHEBI:23414|CHEBI:27300|CHEBI:29035|CHEBI:32599|CHEBI:3311|CHEBI:35176|UNII:8191EN8ZMD||MONDO:0005298,"['CHEBI:23414', 'CHEBI:27300', 'CHEBI:29035', 'CHEBI:32599', 'CHEBI:3311', 'CHEBI:35176', 'UNII:8191EN8ZMD']",MONDO:0005298,1,indications,"['Cholecalciferol', 'Zinc sulfate', 'Sodium borate', 'Cupric sulfate', 'Magnesium sulfate', 'Calcium carbonate', 'manganese(2+)']",osteoporosis,mechanistically_synergistic,0.88,False,"Combination of calcium and cholecalciferol with magnesium and trace minerals (zinc, copper, manganese, boron) provides complementary actions on bone mineralization, calcium metabolism, PTH regulation and collagen crosslinking supporting osteoporosis therapy.",gpt-5-mini,v1,2026-02-21T21:27:41+00:00
CHEBI:17698|CHEBI:8378||UMLS:C0863090,"['CHEBI:17698', 'CHEBI:8378']",UMLS:C0863090,1,indications,"['Prednisolone', 'Chloramphenicol']",Allergic skin reaction,common_comorbidity,0.85,False,Prednisolone is an anti-inflammatory steroid for allergic dermatitis; chloramphenicol is an antibiotic addressing bacterial infection or prophylaxis in inflamed/eroded skin rather than enhancing allergy mechanism.,gpt-5-mini,v1,2026-02-21T21:34:39+00:00
CHEBI:16236|CHEBI:184335|CHEBI:4470|UNII:61ZBX54883||HP:0033050,"['CHEBI:16236', 'CHEBI:184335', 'CHEBI:4470', 'UNII:61ZBX54883']",HP:0033050,1,indications,"['Ethanol', 'Ammonium bicarbonate', 'Dextromethorphan', 'LICORICE']",Pharyngalgia,mechanistically_synergistic,0.8,False,"Components provide complementary symptomatic actions for sore throat: dextromethorphan (antitussive), licorice (demulcent/anti-inflammatory), ammonium bicarbonate (expectorant/mucolytic) and ethanol (antiseptic/solvent) used together in lozenges/syrups to relieve pharyngalgia.",gpt-5-mini,v1,2026-02-21T21:34:40+00:00
CHEBI:16199|CHEBI:3764||CHEBI:53775,"['CHEBI:16199', 'CHEBI:3764']",CHEBI:53775,1,indications,"['Clotrimazole', 'Urea']",Nonoxynol-9,mechanistically_synergistic,0.7,True,Clotrimazole is an antifungal and urea is a keratolytic/penetration enhancer often used to increase topical drug uptake; together they enhance antifungal efficacy rather than treating separate comorbidities.,gpt-5-mini,v1,2026-02-21T21:34:42+00:00
CHEBI:16684|CHEBI:33130|CHEBI:6637||UMLS:C0267167,"['CHEBI:16684', 'CHEBI:33130', 'CHEBI:6637']",UMLS:C0267167,1,indications,"['Magnesium hydroxide', 'algeldrate', 'Atropine']",Nonulcer dyspepsia,mechanistically_synergistic,0.8,False,Magnesium hydroxide and algeldrate are antacids that neutralize gastric acid; atropine is an antimuscarinic antispasmodic reducing gastric secretions/motility. Together they target complementary mechanisms to relieve nonulcer dyspepsia symptoms.,gpt-5-mini,v1,2026-02-21T21:34:38+00:00
CHEBI:31498|CHEBI:3311|CHEBI:33130|CHEBI:6637||UMLS:C0267167,"['CHEBI:31498', 'CHEBI:3311', 'CHEBI:33130', 'CHEBI:6637']",UMLS:C0267167,1,indications,"['algeldrate', 'Magnesium hydroxide', 'Dimethicone', 'Calcium carbonate']",Nonulcer dyspepsia,mechanistically_synergistic,0.85,False,"Combination comprises multiple antacids (aluminum/algeldrate, magnesium hydroxide, calcium carbonate) that neutralize gastric acid plus dimethicone for gas relief—agents act on complementary symptomatic mechanisms for nonulcer dyspepsia (also balance GI side effects but primarily provide synergistic symptom control).",gpt-5-mini,v1,2026-02-21T21:34:43+00:00
CHEBI:2666|CHEBI:8028||MONDO:0001942,"['CHEBI:2666', 'CHEBI:8028']",MONDO:0001942,1,indications,"['Amitriptyline', 'Perphenazine']",generalized anxiety disorder,other,0.35,True,"Perphenazine (typical antipsychotic) plus amitriptyline (tricyclic antidepressant) is not a standard, well-established mechanistic combination for generalized anxiety disorder; could reflect augmentation in treatment-resistant cases or comorbid mood/psychotic conditions rather than clear synergistic targeting of GAD pathways.",gpt-5-mini,v1,2026-02-21T21:24:49+00:00
CHEBI:102484|CHEBI:42355||MONDO:0001031,"['CHEBI:102484', 'CHEBI:42355']",MONDO:0001031,1,indications,"['Sulfisoxazole', 'Erythromycin']",purulent acute otitis media,mechanistically_synergistic,0.8,False,Both drugs are antibiotics with distinct mechanisms (erythromycin: macrolide inhibiting protein synthesis; sulfisoxazole: sulfonamide inhibiting folate synthesis) used together to broaden antibacterial coverage and enhance treatment of purulent acute otitis media.,gpt-5-mini,v1,2026-02-21T21:29:48+00:00
DRUGBANK:DB10320|DRUGBANK:DB10341||MONDO:0005114,"['DRUGBANK:DB10320', 'DRUGBANK:DB10341']",MONDO:0005114,1,indications,"['Streptococcus pneumoniae type 33f capsular polysaccharide antigen', 'Streptococcus pneumoniae type 2 capsular polysaccharide antigen']",pneumococcal infection,mechanistically_synergistic,0.92,False,Two pneumococcal capsular polysaccharide antigens are combined to create a multivalent vaccine that broadens and strengthens protection against pneumococcal infection across serotypes.,gpt-5-mini,v1,2026-02-21T21:34:39+00:00
DRUGBANK:DB10320|DRUGBANK:DB10337||MONDO:0005114,"['DRUGBANK:DB10320', 'DRUGBANK:DB10337']",MONDO:0005114,1,indications,"['Streptococcus pneumoniae type 19a capsular polysaccharide antigen', 'Streptococcus pneumoniae type 2 capsular polysaccharide antigen']",pneumococcal infection,mechanistically_synergistic,0.95,False,"Different pneumococcal capsular polysaccharide antigens combined to broaden immune coverage against multiple S. pneumoniae serotypes, enhancing protection against pneumococcal infection.",gpt-5-mini,v1,2026-02-21T21:34:38+00:00
DRUGBANK:DB10320|DRUGBANK:DB10325||MONDO:0005114,"['DRUGBANK:DB10320', 'DRUGBANK:DB10325']",MONDO:0005114,1,indications,"['Streptococcus pneumoniae type 7f capsular polysaccharide antigen', 'Streptococcus pneumoniae type 2 capsular polysaccharide antigen']",pneumococcal infection,mechanistically_synergistic,0.9,False,"Two distinct pneumococcal capsular polysaccharide antigens are combined to induce immunity against multiple S. pneumoniae serotypes, jointly preventing pneumococcal infection by broadening protective coverage.",gpt-5-mini,v1,2026-02-21T21:34:38+00:00
CHEBI:17439|CHEBI:17439|DRUGBANK:DB11312|DRUGBANK:DB13148|DRUGBANK:DB13149|DRUGBANK:DB13150|UNII:A57KX1VL5P||CHEBI:18145,"['CHEBI:17439', 'CHEBI:17439', 'DRUGBANK:DB11312', 'DRUGBANK:DB13148', 'DRUGBANK:DB13149', 'DRUGBANK:DB13150', 'UNII:A57KX1VL5P']",CHEBI:18145,1,indications,"['Cyanocobalamin', 'Cyanocobalamin', 'Coagulation factor VII human', 'Protein C', 'Protein S human', 'Coagulation factor X human', 'Albutrepenonacog alfa']",Vitamin E,other,0.25,True,Combination includes vitamin B12 and multiple coagulation factors with a vitamin E condition; no clear mechanistic synergy for treating vitamin E. Could reflect management of bleeding adverse effects or misannotation—ambiguous.,gpt-5-mini,v1,2026-02-21T21:34:50+00:00
CHEBI:28864|CHEBI:41879||MONDO:0004795,"['CHEBI:28864', 'CHEBI:41879']",MONDO:0004795,1,indications,"['Dexamethasone', 'Tobramycin']",otitis externa,mechanistically_synergistic,0.9,False,Tobramycin is a topical antibiotic that treats the bacterial infection; dexamethasone is a corticosteroid that reduces inflammation and symptoms—together they address complementary disease mechanisms in otitis externa and are commonly co-formulated.,gpt-5-mini,v1,2026-02-21T21:22:45+00:00
CHEBI:16914|CHEBI:3077|UNII:NQ14646378||MONDO:0006572,"['CHEBI:16914', 'CHEBI:3077', 'UNII:NQ14646378']",MONDO:0006572,1,indications,"['Betamethasone', 'Salicylic acid', 'Ichthammol']",lichen planus,mechanistically_synergistic,0.85,False,Betamethasone is a topical corticosteroid reducing inflammation in lichen planus; salicylic acid is a keratolytic that enhances removal of scale and can increase steroid penetration; ichthammol provides topical anti-inflammatory/antiseptic effects. Together they target complementary mechanisms for the same dermatologic disease.,gpt-5-mini,v1,2026-02-21T21:34:40+00:00
CHEBI:4470|UNII:S3V868548T||MONDO:0005607,"['CHEBI:4470', 'UNII:S3V868548T']",MONDO:0005607,1,indications,"['Dextromethorphan', 'Terpin hydrate']",chronic bronchitis,mechanistically_synergistic,0.8,False,"Dextromethorphan is a central antitussive and terpin hydrate is an expectorant; both are used symptomatically in bronchitis to reduce cough and alter mucus, acting on complementary pathways to address the same disease symptoms.",gpt-5-mini,v1,2026-02-21T21:34:42+00:00
CHEBI:127780|CHEBI:465284||UMLS:C3838797,"['CHEBI:127780', 'CHEBI:465284']",UMLS:C3838797,1,indications,"['Foscarnet', 'Ganciclovir']",Inadequate hemodialysis,other,0.3,True,"Foscarnet and ganciclovir are antivirals (e.g., for CMV) and do not treat 'inadequate hemodialysis'; the pairing appears unrelated to the indexed condition (possible data/mapping issue or dosing/renal adjustment concern), so mechanism is unclear.",gpt-5-mini,v1,2026-02-21T21:34:47+00:00
CHEBI:6801|CHEBI:85078||UMLS:C4324389,"['CHEBI:6801', 'CHEBI:85078']",UMLS:C4324389,1,indications,"['Metformin', 'Dapagliflozin']",Cardiovascular Risk,mechanistically_synergistic,0.9,False,Metformin and dapagliflozin have complementary mechanisms (improving glycemic control/insulin sensitivity and SGLT2-mediated cardiovascular/heart failure benefits respectively) that together can reduce cardiovascular risk.,gpt-5-mini,v1,2026-02-21T21:34:42+00:00
CHEBI:114786|CHEBI:131527|CHEBI:17234|CHEBI:26710|CHEBI:32588|CHEBI:32954||MONDO:0006919,"['CHEBI:114786', 'CHEBI:131527', 'CHEBI:17234', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']",MONDO:0006919,1,indications,"['Sodium metabisulfite', 'Sodium chloride', 'Potassium chloride', 'Dipotassium phosphate', 'D-glucose', 'Sodium acetate']",potassium deficiency,mechanistically_synergistic,0.92,False,"Combination comprises potassium salts (potassium chloride, dipotassium phosphate) plus glucose and sodium salts/acetate that together constitute an oral rehydration/electrolyte formulation to replace potassium and enhance intestinal/renal electrolyte handling and uptake.",gpt-5-mini,v1,2026-02-21T21:22:43+00:00
CHEBI:3077|CHEBI:9327||MONDO:0005551,"['CHEBI:3077', 'CHEBI:9327']",MONDO:0005551,1,indications,"['Betamethasone', 'Isopto cetamide']",eye allergy,other,0.25,True,"Betamethasone is a corticosteroid for ocular inflammation, but identity and pharmacologic role of 'Isopto cetamide' are unclear; cannot determine if combination is synergistic, for side-effect relief, or for comorbidity without more drug information.",gpt-5-mini,v1,2026-02-21T21:34:41+00:00
DRUGBANK:DB11621|DRUGBANK:DB13968||DRUGBANK:DB13924,"['DRUGBANK:DB11621', 'DRUGBANK:DB13968']",DRUGBANK:DB13924,1,indications,"['Plasma protein fraction (human)', 'Human varicella-zoster immune globulin']",Varicella zoster vaccine (recombinant),mechanistically_synergistic,0.78,False,"Both are passive immunotherapy/plasma products that augment antibody-mediated protection against varicella zoster: VZV-specific immune globulin provides targeted antibodies while plasma protein fraction supplies immunoglobulins/plasma proteins that can support passive immunity, acting on the same disease mechanism.",gpt-5-mini,v1,2026-02-21T21:34:45+00:00
CHEBI:27300|CHEBI:4496||MONDO:0005298,"['CHEBI:27300', 'CHEBI:4496']",MONDO:0005298,1,indications,"['Calcium phosphate dihydrate', 'Cholecalciferol']",osteoporosis,mechanistically_synergistic,0.95,False,Vitamin D3 (cholecalciferol) increases intestinal calcium absorption while calcium supplement provides substrate for bone mineralization; combined therapy directly targets bone density in osteoporosis.,gpt-5-mini,v1,2026-02-21T21:34:39+00:00
CHEBI:261649|CHEBI:27902|CHEBI:6909||MONDO:0005412,"['CHEBI:261649', 'CHEBI:27902', 'CHEBI:6909']",MONDO:0005412,1,indications,"['Bismuth subsalicylate', 'Tetracycline', 'Metronidazole']",duodenal ulcer,mechanistically_synergistic,0.92,False,"This is a bismuth-based combination regimen (bismuth + tetracycline + metronidazole) used to eradicate H. pylori, with antibiotics and bismuth acting on complementary mechanisms to treat duodenal ulcer.",gpt-5-mini,v1,2026-02-21T21:34:41+00:00
CHEBI:32151|CHEBI:9398||UMLS:C3838797,"['CHEBI:32151', 'CHEBI:9398']",UMLS:C3838797,1,indications,"['Solifenacin succinate', 'Tamsulosin']",Inadequate hemodialysis,other,0.6,True,"Solifenacin (antimuscarinic) and tamsulosin (α1-blocker) treat LUTS/BPH/overactive bladder, not dialysis adequacy. No clear mechanistic synergy or side‑effect mitigation for inadequate hemodialysis; likely misannotation or comorbidity—requires review.",gpt-5-mini,v1,2026-02-21T21:34:47+00:00
CHEBI:22652|CHEBI:27732|CHEBI:46195|CHEBI:52010||MONDO:0005709,"['CHEBI:22652', 'CHEBI:27732', 'CHEBI:46195', 'CHEBI:52010']",MONDO:0005709,1,indications,"['Acetaminophen', 'Caffeine', 'Ascorbic acid', 'chlorphenamine']",common cold,mechanistically_synergistic,0.92,False,"Acetaminophen provides analgesic/antipyretic effects, chlorphenamine is an antihistamine reducing rhinorrhea/sneezing, caffeine potentiates analgesia and offsets antihistamine sedation, and ascorbic acid is a supportive antioxidant/immune adjunct — combined to target multiple symptomatic pathways of the common cold.",gpt-5-mini,v1,2026-02-21T21:34:45+00:00
CHEBI:135901|CHEBI:177736|CHEBI:64628|CHEBI:72312|UNII:RWM8CCW8GP||UniProtKB:P01168,"['CHEBI:135901', 'CHEBI:177736', 'CHEBI:64628', 'CHEBI:72312', 'UNII:RWM8CCW8GP']",UniProtKB:P01168,1,indications,"['Telotristat', 'Somatostatin', 'lanreotide', 'Octreotide', 'Pasireotide']",SST,mechanistically_synergistic,0.9,False,"Telotristat inhibits serotonin synthesis while somatostatin and its analogs (octreotide, lanreotide, pasireotide) suppress hormone/serotonin secretion via somatostatin receptors — complementary mechanisms to control serotonin-related disease manifestations.",gpt-5-mini,v1,2026-02-21T21:34:44+00:00
CHEBI:135515|UNII:4F4X42SYQ6|UNII:KG6VO684Z6||MONDO:0010643,"['CHEBI:135515', 'UNII:4F4X42SYQ6', 'UNII:KG6VO684Z6']",MONDO:0010643,1,indications,"['Polatuzumab vedotin', 'Rituximab', 'Bendamustine']",acute leukemia,mechanistically_synergistic,0.7,True,Polatuzumab (anti‑CD79b ADC) and rituximab (anti‑CD20) provide complementary targeted B‑cell immunotherapy while bendamustine adds cytotoxic alkylator activity—multiple mechanisms acting together against B‑cell malignancy; the label 'acute leukemia' may be atypical for this combo and warrants review.,gpt-5-mini,v1,2026-02-21T21:26:14+00:00
CHEBI:31498|UNII:6V88E24N5T||UniProtKB:A0A8D1ZCZ1,"['CHEBI:31498', 'UNII:6V88E24N5T']",UniProtKB:A0A8D1ZCZ1,1,indications,"['Dimethicone', 'Magaldrate']",ATP6V1B2,common_comorbidity,0.42,True,Dimethicone (antifoaming) and magaldrate (antacid) are GI symptom treatments with no known mechanistic effect on ATP6V1B2; likely co-prescribed for symptoms rather than targeting the indexed protein—possible data mapping error.,gpt-5-mini,v1,2026-02-21T21:34:46+00:00
CHEBI:175901|CHEBI:27899|UNII:8JXN261VVA||MONDO:0015459,"['CHEBI:175901', 'CHEBI:27899', 'UNII:8JXN261VVA']",MONDO:0015459,1,indications,"['Toripalimab', 'Cisplatin', 'Gemcitabine']",nasopharyngeal carcinoma,mechanistically_synergistic,0.9,False,Toripalimab (PD-1 inhibitor) combined with gemcitabine and cisplatin chemotherapy is used in nasopharyngeal carcinoma; chemotherapy and PD-1 blockade act on complementary mechanisms (cytotoxic tumor killing/antigen release plus immune checkpoint inhibition) to enhance anti-tumor effect.,gpt-5-mini,v1,2026-02-21T21:19:59+00:00
CHEBI:46345|UNII:DPT0O3T46P||MONDO:0010150,"['CHEBI:46345', 'UNII:DPT0O3T46P']",MONDO:0010150,1,indications,"['Pembrolizumab', 'Fluorouracil']",head and neck squamous cell carcinoma,mechanistically_synergistic,0.9,False,Pembrolizumab (PD-1 checkpoint inhibitor) combined with 5‑fluorouracil (cytotoxic chemotherapy) is used in HNSCC; chemotherapy can induce tumor cell death and immune modulation that enhances checkpoint inhibitor efficacy—documented as a combined therapeutic regimen.,gpt-5-mini,v1,2026-02-21T21:34:44+00:00
CHEBI:465284|UNII:129L90A25N||UMLS:C0409679,"['CHEBI:465284', 'UNII:129L90A25N']",UMLS:C0409679,1,indications,"['cytomegalovirus-specific hyperimmune globulin', 'Ganciclovir']",Seronegative arthritis,mechanistically_synergistic,0.6,True,Both agents are directed against cytomegalovirus (hyperimmune CMV-specific immunoglobulin + antiviral ganciclovir) and could act together to treat CMV-driven arthritis; however it is unclear that the indexed seronegative arthritis is CMV-mediated.,gpt-5-mini,v1,2026-02-21T21:34:46+00:00
CHEBI:17246|CHEBI:28674|CHEBI:53248||HP:0025337,"['CHEBI:17246', 'CHEBI:28674', 'CHEBI:53248']",HP:0025337,1,indications,"['Tetryzoline', 'hydroxyethylene', 'Povidone']",Red eye,mechanistically_synergistic,0.78,False,"Tetryzoline is an ocular vasoconstrictor reducing redness, while hydroxyethylene (likely a hydroxyethylcellulose-type demulcent) and povidone are lubricants/viscosity agents that soothe and stabilize the tear film—complementary mechanisms providing symptomatic relief for red eye.",gpt-5-mini,v1,2026-02-21T21:34:47+00:00
CHEBI:31498|CHEBI:6532||MONDO:0000257,"['CHEBI:31498', 'CHEBI:6532']",MONDO:0000257,1,indications,"['Dimethicone', 'Loperamide']",acute diarrhea,mechanistically_synergistic,0.72,False,Loperamide reduces intestinal motility to control stool frequency; dimethicone is an anti-foaming agent that relieves gas/bloating. They act via complementary mechanisms to address different symptomatic components of acute diarrhea.,gpt-5-mini,v1,2026-02-21T21:34:51+00:00
CHEBI:18332|PUBCHEM.COMPOUND:6433489||UMLS:C0154270,"['CHEBI:18332', 'PUBCHEM.COMPOUND:6433489']",UMLS:C0154270,1,indications,"['Levothyroxine', 'Escin']",Localized adiposity,other,0.3,True,"No clear mechanistic synergy: levothyroxine is systemic thyroid hormone replacement, escin is a venotonic/anti-inflammatory saponin; neither is a standard combined therapy for localized adiposity and evidence for joint effect is lacking.",gpt-5-mini,v1,2026-02-21T21:34:46+00:00
CHEBI:31206|CHEBI:5551||MONDO:0008487,"['CHEBI:31206', 'CHEBI:5551']",MONDO:0008487,1,indications,"['Ammonium chloride', 'Guaifenesin']",Androgen excess,common_comorbidity,0.88,False,Ammonium chloride (urine acidifier) and guaifenesin (expectorant) do not target androgen synthesis/action or hyperandrogenism mechanisms; their use likely reflects treatment of unrelated respiratory/metabolic symptoms rather than therapy for androgen excess.,gpt-5-mini,v1,2026-02-21T21:34:46+00:00
CHEBI:291342|CHEBI:50730||MONDO:0004979,"['CHEBI:291342', 'CHEBI:50730']",MONDO:0004979,1,indications,"['Desloratadine', 'Montelukast']",asthma,mechanistically_synergistic,0.8,False,"Desloratadine is an H1 antihistamine and montelukast is a leukotriene receptor antagonist; they target distinct inflammatory mediators (histamine and leukotrienes) that contribute to allergic asthma, providing complementary mechanisms on the same disease process.",gpt-5-mini,v1,2026-02-21T21:34:56+00:00
CHEBI:229222|CHEBI:31638||MONDO:0005151,"['CHEBI:229222', 'CHEBI:31638']",MONDO:0005151,1,indications,"['Capivasertib', 'Fulvestrant']",endocrine system disorder,mechanistically_synergistic,0.92,False,"Capivasertib is an AKT inhibitor and fulvestrant is an estrogen receptor degrader; combined they target ER signaling and PI3K/AKT-driven endocrine resistance in ER+ endocrine-related cancers, producing complementary mechanistic effects.",gpt-5-mini,v1,2026-02-21T21:34:45+00:00
CHEBI:16217|CHEBI:30769|CHEBI:31793||MONDO:0002127,"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']",MONDO:0002127,1,indications,"['Gluconolactone', 'Citric acid', 'MAGNESITE']",urethral stricture,other,0.7,True,"Gluconolactone, citric acid and magnesite are mineral/acidic/excipient-type compounds with no clear, established mechanistic role in treating urethral stricture; likely formulation components or unrelated. Insufficient evidence to label as synergistic or side-effect relief.",gpt-5-mini,v1,2026-02-21T21:34:46+00:00
CHEBI:63580|CHEBI:85083|UNII:Q46947FE7K||MONDO:0005155,"['CHEBI:63580', 'CHEBI:85083', 'UNII:Q46947FE7K']",MONDO:0005155,1,indications,"['Sofosbuvir', 'Ribavirin', 'Peginterferon alfa-2a']",liver cirrhosis,mechanistically_synergistic,0.9,False,"Sofosbuvir (NS5B polymerase inhibitor), peginterferon alfa-2a (immune modulator) and ribavirin (nucleoside analogue) are combined as complementary antiviral agents to clear HCV infection that drives liver cirrhosis, providing mechanistic synergy against the same disease process.",gpt-5-mini,v1,2026-02-21T21:31:01+00:00
CHEBI:28918|CHEBI:52010||HP:0002098,"['CHEBI:28918', 'CHEBI:52010']",HP:0002098,1,indications,"['Epinephrine', 'chlorphenamine']",Respiratory distress,mechanistically_synergistic,0.86,False,Epinephrine provides rapid bronchodilation and cardiovascular support in anaphylaxis-related respiratory distress; chlorphenamine (H1 antagonist) treats histamine-mediated symptoms as an adjunct — complementary mechanisms addressing the same allergic respiratory process.,gpt-5-mini,v1,2026-02-21T21:34:46+00:00
CHEBI:31348|CHEBI:4672||UMLS:C0242656,"['CHEBI:31348', 'CHEBI:4672']",UMLS:C0242656,1,indications,"['Capecitabine', 'Docetaxel']",Disease Progression,mechanistically_synergistic,0.9,False,Capecitabine (antimetabolite prodrug of 5-FU) and docetaxel (microtubule inhibitor) are complementary chemotherapeutics commonly combined to enhance anti-tumor activity and slow disease progression.,gpt-5-mini,v1,2026-02-21T21:34:44+00:00
